Source,Target,Type,weight,book
Jon-Connington,Varys,undirected,6,5
Jon-Connington,Yandry,undirected,9,5
Jon-Snow,Leathers,undirected,18,5
Jon-Snow,Malegorn,undirected,5,5
Jon-Snow,Mance-Rayder,undirected,25,5
Jon-Snow,Melisandre,undirected,48,5
Jon-Snow,Mully,undirected,14,5
Jon-Snow,Narbert-Grandison,undirected,3,5
Jon-Snow,Othell-Yarwyck,undirected,10,5
Jon-Snow,Owen,undirected,3,5
Jon-Snow,Patrek-of-Kings-Mountain,undirected,7,5
Jon-Snow,Pypar,undirected,5,5
Jon-Snow,Qhorin-Halfhand,undirected,3,5
Jon-Snow,Rattleshirt,undirected,23,5
Jon-Snow,Robb-Stark,undirected,10,5
Jon-Snow,Rory,undirected,6,5
Jon-Snow,Samwell-Tarly,undirected,14,5
Jon-Snow,Sansa-Stark,undirected,3,5
Jon-Snow,Satin,undirected,15,5
Jon-Snow,Selyse-Florent,undirected,38,5
Jon-Snow,Shireen-Baratheon,undirected,4,5
Jon-Snow,Sigorn,undirected,6,5
Jon-Snow,Soren-Shieldbreaker,undirected,3,5
Jon-Snow,Stannis-Baratheon,undirected,73,5
Jon-Snow,Tom-Barleycorn,undirected,4,5
Jon-Snow,Toregg,undirected,6,5
Jon-Snow,Tormund,undirected,50,5
Jon-Snow,Tycho-Nestoris,undirected,12,5
Jon-Snow,Ulmer,undirected,3,5
Jon-Snow,Val,undirected,37,5
Jon-Snow,Weeper,undirected,3,5
Jon-Snow,Wick-Whittlestick,undirected,5,5
Jon-Snow,Wun-Weg-Wun-Dar-Wun,undirected,11,5
Jon-Snow,Ygritte,undirected,14,5
Jorah-Mormont,Nurse,undirected,4,5
Jorah-Mormont,Penny,undirected,9,5
Jorah-Mormont,Tyrion-Lannister,undirected,27,5
Joramun,Mance-Rayder,undirected,3,5
Joramun,Melisandre,undirected,4,5
Justin-Massey,Richard-Horpe,undirected,7,5
Justin-Massey,Stannis-Baratheon,undirected,10,5
Kasporio,Tybero-Istarion,undirected,3,5
Kasporio,Tyrion-Lannister,undirected,3,5
Kedry,Quentyn-Martell,undirected,3,5
Kerwin,Victarion-Greyjoy,undirected,12,5
Kevan-Lannister,Mace-Tyrell,undirected,5,5
Kevan-Lannister,Pycelle,undirected,5,5
Kevan-Lannister,Randyll-Tarly,undirected,6,5
Kevan-Lannister,Ronnet-Connington,undirected,3,5
Kevan-Lannister,Tommen-Baratheon,undirected,11,5
Kevan-Lannister,Tywin-Lannister,undirected,3,5
Kevan-Lannister,Varys,undirected,3,5
Khrazz,Spotted-Cat,undirected,4,5
Khrazz,Steelskin,undirected,3,5
Kindly-Man,Waif,undirected,6,5
Leaf,Meera-Reed,undirected,6,5
Leathers,Toregg,undirected,4,5
Leathers,Tormund,undirected,3,5
Leathers,Wun-Weg-Wun-Dar-Wun,undirected,9,5
Lemore,Rolly-Duckfield,undirected,5,5
Lemore,Tyrion-Lannister,undirected,16,5
Lemore,Yandry,undirected,5,5
Lemore,Ysilla,undirected,3,5
Leona-Woolfield,Wyman-Manderly,undirected,4,5
Longwater-Pyke,Victarion-Greyjoy,undirected,3,5
Lorren,Sybelle-Glover,undirected,3,5
Luton,Skinner,undirected,3,5
Lyanna-Mormont,Stannis-Baratheon,undirected,3,5
Lyanna-Stark,Rhaegar-Targaryen,undirected,4,5
Mace-Tyrell,Pycelle,undirected,4,5
Mace-Tyrell,Randyll-Tarly,undirected,5,5
Mace-Tyrell,Robert-Strong,undirected,3,5
Maege-Mormont,Robb-Stark,undirected,4,5
Malaquo-Maegyr,Nyessos-Vhassar,undirected,7,5
Malegorn,Narbert-Grandison,undirected,3,5
Malegorn,Selyse-Florent,undirected,5,5
Mance-Rayder,Melisandre,undirected,6,5
Mance-Rayder,Ramsay-Snow,undirected,7,5
Mance-Rayder,Rowan,undirected,4,5
Mance-Rayder,Squirrel,undirected,5,5
Mance-Rayder,Stannis-Baratheon,undirected,16,5
Mance-Rayder,Theon-Greyjoy,undirected,9,5
Mance-Rayder,Tormund,undirected,12,5
Mance-Rayder,Val,undirected,6,5
Mance-Rayder,Varamyr,undirected,3,5
Marlon-Manderly,Stannis-Baratheon,undirected,3,5
Marselen,Symon-Stripeback,undirected,4,5
Marya-Seaworth,Stannis-Baratheon,undirected,3,5
Melisandre,Rattleshirt,undirected,6,5
Melisandre,Selyse-Florent,undirected,11,5
Melisandre,Sigorn,undirected,3,5
Melisandre,Stannis-Baratheon,undirected,32,5
Melisandre,Ygritte,undirected,3,5
Meris,Quentyn-Martell,undirected,14,5
Meris,Tattered-Prince,undirected,9,5
Meryn-Trant,Rafford,undirected,3,5
Mezzara,Qezza,undirected,3,5
Miklaz,Qezza,undirected,4,5
Missandei,Quentyn-Martell,undirected,3,5
Missandei,Skahaz-mo-Kandaq,undirected,6,5
Moelle,Scolera,undirected,10,5
Moelle,Unella,undirected,12,5
Moqorro,Rodrik-Sparr,undirected,4,5
Moqorro,Tyrion-Lannister,undirected,7,5
Moqorro,Victarion-Greyjoy,undirected,21,5
Morgo,Tyrion-Lannister,undirected,4,5
Mors-Umber,Stannis-Baratheon,undirected,7,5
Myrcella-Baratheon,Stannis-Baratheon,undirected,3,5
Myrcella-Baratheon,Tommen-Baratheon,undirected,8,5
Myrcella-Baratheon,Trystane-Martell,undirected,4,5
Myrcella-Baratheon,Tyrion-Lannister,undirected,5,5
Narbert-Grandison,Patrek-of-Kings-Mountain,undirected,3,5
Narbert-Grandison,Selyse-Florent,undirected,8,5
Nurse,Penny,undirected,4,5
Nurse,Tyrion-Lannister,undirected,8,5
Nurse,Yezzan-zo-Qaggaz,undirected,12,5
Nymeria-Sand,Obara-Sand,undirected,8,5
Nymeria-Sand,Tyene-Sand,undirected,7,5
Obara-Sand,Tyene-Sand,undirected,6,5
Old-Bill-Bone,Quentyn-Martell,undirected,3,5
Othell-Yarwyck,Weeper,undirected,4,5
Patchface,Selyse-Florent,undirected,3,5
Patchface,Shireen-Baratheon,undirected,3,5
Patrek-of-Kings-Mountain,Selyse-Florent,undirected,7,5
Patrek-of-Kings-Mountain,Wun-Weg-Wun-Dar-Wun,undirected,3,5
Penny,Sweets,undirected,4,5
Penny,Tyrion-Lannister,undirected,59,5
Penny,Yezzan-zo-Qaggaz,undirected,9,5
Petyr-Baelish,Varys,undirected,4,5
Pypar,Todder,undirected,4,5
Qarl-the-Maid,Tristifer-Botley,undirected,5,5
Qavo-Nogarys,Tyrion-Lannister,undirected,6,5
Quentyn-Martell,Tattered-Prince,undirected,14,5
Qyburn,Robert-Strong,undirected,4,5
Ralf-(Limper),Victarion-Greyjoy,undirected,3,5
Ramsay-Snow,Roose-Bolton,undirected,14,5
Ramsay-Snow,Skinner,undirected,5,5
Ramsay-Snow,Sour-Alyn,undirected,6,5
Ramsay-Snow,Stannis-Baratheon,undirected,8,5
Ramsay-Snow,Theon-Greyjoy,undirected,87,5
Ramsay-Snow,Walder-Frey-(son-of-Merrett),undirected,3,5
Ramsay-Snow,Wyman-Manderly,undirected,5,5
Ramsay-Snow,Yellow-Dick,undirected,7,5
Randyll-Tarly,Robert-Strong,undirected,3,5
Reznak-mo-Reznak,Skahaz-mo-Kandaq,undirected,5,5
Rhaegar-Frey,Wyman-Manderly,undirected,3,5
Rhaegar-Targaryen,Robert-Baratheon,undirected,7,5
Richard-Horpe,Stannis-Baratheon,undirected,3,5
Rickon-Stark,Robb-Stark,undirected,3,5
Rickon-Stark,Theon-Greyjoy,undirected,4,5
Robb-Stark,Rodrik-Cassel,undirected,3,5
Robb-Stark,Stannis-Baratheon,undirected,6,5
Robb-Stark,Theon-Greyjoy,undirected,7,5
Robb-Stark,Wyman-Manderly,undirected,3,5
Robert-Baratheon,Stannis-Baratheon,undirected,11,5
Robert-Baratheon,Tommen-Baratheon,undirected,4,5
Robert-Baratheon,Tywin-Lannister,undirected,3,5
Robert-Baratheon,Val,undirected,3,5
Robert-Baratheon,Viserys-Targaryen,undirected,3,5
Robert-Baratheon,Willam-Dustin,undirected,3,5
Robett-Glover,Stannis-Baratheon,undirected,4,5
Rodrik-Cassel,Theon-Greyjoy,undirected,3,5
Rodrik-Sparr,Victarion-Greyjoy,undirected,7,5
Roger-Ryswell,Theon-Greyjoy,undirected,4,5
Rolly-Duckfield,Tyrion-Lannister,undirected,20,5
Rolly-Duckfield,Yandry,undirected,12,5
Rolly-Duckfield,Ysilla,undirected,9,5
Roose-Bolton,Stannis-Baratheon,undirected,13,5
Roose-Bolton,Theon-Greyjoy,undirected,14,5
Roose-Bolton,Walda-Frey-(daughter-of-Merrett),undirected,4,5
Roose-Bolton,Wyman-Manderly,undirected,5,5
Roose-Ryswell,Stannis-Baratheon,undirected,3,5
Rowan,Squirrel,undirected,5,5
Rowan,Theon-Greyjoy,undirected,12,5
Salladhor-Saan,Stannis-Baratheon,undirected,8,5
Samwell-Tarly,Stannis-Baratheon,undirected,8,5
Satin,Selyse-Florent,undirected,4,5
Scar,Tyrion-Lannister,undirected,8,5
Scar,Yezzan-zo-Qaggaz,undirected,4,5
Scolera,Unella,undirected,12,5
Selyse-Florent,Shireen-Baratheon,undirected,8,5
Selyse-Florent,Stannis-Baratheon,undirected,14,5
Selyse-Florent,Val,undirected,15,5
Selyse-Florent,Wun-Weg-Wun-Dar-Wun,undirected,5,5
Shae,Tysha,undirected,4,5
Shireen-Baratheon,Stannis-Baratheon,undirected,4,5
Shireen-Baratheon,Val,undirected,4,5
Shrouded-Lord,Tyrion-Lannister,undirected,4,5
Sigorn,Stannis-Baratheon,undirected,3,5
Skinner,Sour-Alyn,undirected,6,5
Skinner,Theon-Greyjoy,undirected,4,5
Sour-Alyn,Theon-Greyjoy,undirected,8,5
Sour-Alyn,Yellow-Dick,undirected,3,5
Squirrel,Theon-Greyjoy,undirected,7,5
Stannis-Baratheon,Theomore,undirected,3,5
Stannis-Baratheon,Theon-Greyjoy,undirected,10,5
Stannis-Baratheon,Tommen-Baratheon,undirected,7,5
Stannis-Baratheon,Tycho-Nestoris,undirected,7,5
Stannis-Baratheon,Tyrion-Lannister,undirected,3,5
Stannis-Baratheon,Tywin-Lannister,undirected,3,5
Stannis-Baratheon,Val,undirected,15,5
Stannis-Baratheon,William-Foxglove,undirected,3,5
Stannis-Baratheon,Wyman-Manderly,undirected,19,5
Sweets,Tyrion-Lannister,undirected,7,5
Sweets,Yezzan-zo-Qaggaz,undirected,6,5
Sybell-Spicer,Wyman-Manderly,undirected,3,5
Theomore,Wyman-Manderly,undirected,3,5
Theon-Greyjoy,Walda-Frey-(daughter-of-Merrett),undirected,3,5
Theon-Greyjoy,Walder-Frey-(son-of-Jammos),undirected,6,5
Theon-Greyjoy,Walder-Frey-(son-of-Merrett),undirected,6,5
Theon-Greyjoy,Wex-Pyke,undirected,3,5
Theon-Greyjoy,Willow-Witch-eye,undirected,4,5
Theon-Greyjoy,Wyman-Manderly,undirected,3,5
Theon-Greyjoy,Yellow-Dick,undirected,5,5
Thistle,Varamyr,undirected,7,5
Toregg,Tormund,undirected,8,5
Tormund,Val,undirected,9,5
Tormund,Weeper,undirected,9,5
Tybero-Istarion,Tyrion-Lannister,undirected,8,5
Tyrion-Lannister,Tysha,undirected,4,5
Tyrion-Lannister,Tywin-Lannister,undirected,18,5
Tyrion-Lannister,Varys,undirected,7,5
Tyrion-Lannister,Yandry,undirected,15,5
Tyrion-Lannister,Yezzan-zo-Qaggaz,undirected,17,5
Tyrion-Lannister,Ysilla,undirected,11,5
Tywin-Lannister,Wylis-Manderly,undirected,3,5
Victarion-Greyjoy,Wulfe,undirected,3,5
Walder-Frey-(son-of-Jammos),Walder-Frey-(son-of-Merrett),undirected,10,5
Yandry,Ysilla,undirected,14,5
