id,Source,Target,Type,weight,book,weight_inv
803,Ballabar,Tyrion-Lannister,Undirected,12,2.0,0.08333333333333333
804,Balon-Greyjoy,Catelyn-Stark,Undirected,3,2.0,0.3333333333333333
805,Balon-Greyjoy,Dagmer,Undirected,3,2.0,0.3333333333333333
806,Balon-Greyjoy,Eddard-Stark,Undirected,4,2.0,0.25
807,Balon-Greyjoy,Robb-Stark,Undirected,5,2.0,0.2
808,Balon-Greyjoy,Robert-Baratheon,Undirected,4,2.0,0.25
809,Balon-Greyjoy,Theon-Greyjoy,Undirected,27,2.0,0.037037037037037035
810,Balon-Greyjoy,Victarion-Greyjoy,Undirected,4,2.0,0.25
811,Balon-Swann,Joffrey-Baratheon,Undirected,6,2.0,0.16666666666666666
812,Balon-Swann,Mandon-Moore,Undirected,3,2.0,0.3333333333333333
813,Balon-Swann,Meryn-Trant,Undirected,3,2.0,0.3333333333333333
814,Balon-Swann,Osmund-Kettleblack,Undirected,4,2.0,0.25
815,Balon-Swann,Tyrion-Lannister,Undirected,8,2.0,0.125
816,Barristan-Selmy,Belwas,Undirected,5,2.0,0.2
817,Barristan-Selmy,Cersei-Lannister,Undirected,5,2.0,0.2
818,Barristan-Selmy,Daenerys-Targaryen,Undirected,3,2.0,0.3333333333333333
819,Barristan-Selmy,Joffrey-Baratheon,Undirected,7,2.0,0.14285714285714285
820,Barristan-Selmy,Robert-Baratheon,Undirected,3,2.0,0.3333333333333333
821,Barristan-Selmy,Varys,Undirected,3,2.0,0.3333333333333333
822,Belwas,Daenerys-Targaryen,Undirected,5,2.0,0.2
823,Belwas,Jhogo,Undirected,3,2.0,0.3333333333333333
824,Belwas,Jorah-Mormont,Undirected,4,2.0,0.25
825,Benfred-Tallhart,Helman-Tallhart,Undirected,3,2.0,0.3333333333333333
826,Benfred-Tallhart,Leobald-Tallhart,Undirected,3,2.0,0.3333333333333333
827,Benfred-Tallhart,Stygg,Undirected,3,2.0,0.3333333333333333
828,Benfred-Tallhart,Theon-Greyjoy,Undirected,7,2.0,0.14285714285714285
829,Benjen-Stark,Jeor-Mormont,Undirected,5,2.0,0.2
830,Beric-Dondarrion,Thoros-of-Myr,Undirected,3,2.0,0.3333333333333333
831,Beth-Cassel,Bran-Stark,Undirected,4,2.0,0.25
832,Beth-Cassel,Rodrik-Cassel,Undirected,4,2.0,0.25
833,Beth-Cassel,Theon-Greyjoy,Undirected,3,2.0,0.3333333333333333
834,Biter,Jaqen-Hghar,Undirected,12,2.0,0.08333333333333333
835,Biter,Rorge,Undirected,14,2.0,0.07142857142857142
836,Biter,Yoren,Undirected,3,2.0,0.3333333333333333
837,Boros-Blount,Cersei-Lannister,Undirected,7,2.0,0.14285714285714285
838,Boros-Blount,Gyles-Rosby,Undirected,5,2.0,0.2
839,Boros-Blount,Joffrey-Baratheon,Undirected,11,2.0,0.09090909090909093
840,Boros-Blount,Meryn-Trant,Undirected,13,2.0,0.07692307692307693
841,Boros-Blount,Sansa-Stark,Undirected,8,2.0,0.125
842,Boros-Blount,Tanda-Stokeworth,Undirected,3,2.0,0.3333333333333333
843,Boros-Blount,Tommen-Baratheon,Undirected,3,2.0,0.3333333333333333
844,Boros-Blount,Tyrion-Lannister,Undirected,8,2.0,0.125
845,Bran-Stark,Catelyn-Stark,Undirected,3,2.0,0.3333333333333333
846,Bran-Stark,Chayle,Undirected,3,2.0,0.3333333333333333
847,Bran-Stark,Cley-Cerwyn,Undirected,5,2.0,0.2
848,Bran-Stark,Donella-Hornwood,Undirected,5,2.0,0.2
849,Bran-Stark,Eddard-Stark,Undirected,4,2.0,0.25
850,Bran-Stark,Hayhead,Undirected,6,2.0,0.16666666666666666
851,Bran-Stark,Hodor,Undirected,59,2.0,0.01694915254237288
852,Bran-Stark,Howland-Reed,Undirected,3,2.0,0.3333333333333333
853,Bran-Stark,Jojen-Reed,Undirected,47,2.0,0.02127659574468085
854,Bran-Stark,Jon-Snow,Undirected,11,2.0,0.09090909090909093
855,Bran-Stark,Luwin,Undirected,51,2.0,0.0196078431372549
856,Bran-Stark,Meera-Reed,Undirected,36,2.0,0.027777777777777776
857,Bran-Stark,Mikken,Undirected,11,2.0,0.09090909090909093
858,Bran-Stark,Nan,Undirected,7,2.0,0.14285714285714285
859,Bran-Stark,Osha,Undirected,30,2.0,0.03333333333333333
860,Bran-Stark,Poxy-Tym,Undirected,3,2.0,0.3333333333333333
861,Bran-Stark,Ramsay-Snow,Undirected,7,2.0,0.14285714285714285
862,Bran-Stark,Reek,Undirected,3,2.0,0.3333333333333333
863,Bran-Stark,Rickon-Stark,Undirected,54,2.0,0.018518518518518517
864,Bran-Stark,Robb-Stark,Undirected,28,2.0,0.03571428571428571
865,Bran-Stark,Rodrik-Cassel,Undirected,34,2.0,0.029411764705882356
866,Bran-Stark,Sansa-Stark,Undirected,5,2.0,0.2
867,Bran-Stark,Stafford-Lannister,Undirected,3,2.0,0.3333333333333333
868,Bran-Stark,Theon-Greyjoy,Undirected,24,2.0,0.04166666666666666
869,Bran-Stark,Walder-Frey-(son-of-Jammos),Undirected,5,2.0,0.2
870,Bran-Stark,Walder-Frey-(son-of-Merrett),Undirected,12,2.0,0.08333333333333333
871,Bran-Stark,Wyman-Manderly,Undirected,6,2.0,0.16666666666666666
872,Brienne-of-Tarth,Catelyn-Stark,Undirected,36,2.0,0.027777777777777776
873,Brienne-of-Tarth,Edmure-Tully,Undirected,3,2.0,0.3333333333333333
874,Brienne-of-Tarth,Emmon-Cuy,Undirected,8,2.0,0.125
875,Brienne-of-Tarth,Jaime-Lannister,Undirected,3,2.0,0.3333333333333333
876,Brienne-of-Tarth,Renly-Baratheon,Undirected,28,2.0,0.03571428571428571
877,Brienne-of-Tarth,Robar-Royce,Undirected,3,2.0,0.3333333333333333
878,Brienne-of-Tarth,Robert-Baratheon,Undirected,3,2.0,0.3333333333333333
879,Brienne-of-Tarth,Selwyn-Tarth,Undirected,4,2.0,0.25
880,Brienne-of-Tarth,Stannis-Baratheon,Undirected,5,2.0,0.2
881,Brienne-of-Tarth,Vyman,Undirected,3,2.0,0.3333333333333333
882,Bronn,Cersei-Lannister,Undirected,11,2.0,0.09090909090909093
883,Bronn,Jacelyn-Bywater,Undirected,7,2.0,0.14285714285714285
884,Bronn,Joffrey-Baratheon,Undirected,9,2.0,0.1111111111111111
885,Bronn,Mandon-Moore,Undirected,5,2.0,0.2
886,Bronn,Podrick-Payne,Undirected,3,2.0,0.3333333333333333
887,Bronn,Stannis-Baratheon,Undirected,3,2.0,0.3333333333333333
888,Bronn,Timett,Undirected,5,2.0,0.2
889,Bronn,Tommen-Baratheon,Undirected,3,2.0,0.3333333333333333
890,Bronn,Tyrion-Lannister,Undirected,40,2.0,0.025
891,Bronn,Varys,Undirected,8,2.0,0.125
892,Bryce-Caron,Cortnay-Penrose,Undirected,3,2.0,0.3333333333333333
893,Bryce-Caron,Eldon-Estermont,Undirected,3,2.0,0.3333333333333333
894,Bryce-Caron,Guyard-Morrigen,Undirected,5,2.0,0.2
895,Bryce-Caron,Renly-Baratheon,Undirected,7,2.0,0.14285714285714285
896,Bryce-Caron,Stannis-Baratheon,Undirected,3,2.0,0.3333333333333333
897,Brynden-Tully,Catelyn-Stark,Undirected,5,2.0,0.2
898,Brynden-Tully,Robb-Stark,Undirected,6,2.0,0.16666666666666666
899,Brynden-Tully,Tywin-Lannister,Undirected,3,2.0,0.3333333333333333
900,Captain-Myraham,Theon-Greyjoy,Undirected,4,2.0,0.25
901,Captain-Myraham-Daughter,Theon-Greyjoy,Undirected,3,2.0,0.3333333333333333
902,Catelyn-Stark,Cersei-Lannister,Undirected,14,2.0,0.07142857142857142
903,Catelyn-Stark,Cleos-Frey,Undirected,5,2.0,0.2
904,Catelyn-Stark,Colen-of-Greenpools,Undirected,6,2.0,0.16666666666666666
905,Catelyn-Stark,Desmond-Grell,Undirected,3,2.0,0.3333333333333333
906,Catelyn-Stark,Eddard-Stark,Undirected,12,2.0,0.08333333333333333
907,Catelyn-Stark,Edmure-Tully,Undirected,17,2.0,0.05882352941176471
908,Catelyn-Stark,Hallis-Mollen,Undirected,6,2.0,0.16666666666666666
909,Catelyn-Stark,Hoster-Tully,Undirected,5,2.0,0.2
910,Catelyn-Stark,Jaime-Lannister,Undirected,16,2.0,0.0625
911,Catelyn-Stark,Joffrey-Baratheon,Undirected,4,2.0,0.25
912,Catelyn-Stark,Loras-Tyrell,Undirected,6,2.0,0.16666666666666666
913,Catelyn-Stark,Lysa-Arryn,Undirected,7,2.0,0.14285714285714285
914,Catelyn-Stark,Margaery-Tyrell,Undirected,4,2.0,0.25
915,Catelyn-Stark,Mathis-Rowan,Undirected,3,2.0,0.3333333333333333
916,Catelyn-Stark,Randyll-Tarly,Undirected,3,2.0,0.3333333333333333
917,Catelyn-Stark,Renly-Baratheon,Undirected,51,2.0,0.0196078431372549
918,Catelyn-Stark,Rickon-Stark,Undirected,3,2.0,0.3333333333333333
919,Catelyn-Stark,Robar-Royce,Undirected,7,2.0,0.14285714285714285
920,Catelyn-Stark,Robb-Stark,Undirected,27,2.0,0.037037037037037035
921,Catelyn-Stark,Robert-Baratheon,Undirected,5,2.0,0.2
922,Catelyn-Stark,Sansa-Stark,Undirected,3,2.0,0.3333333333333333
923,Catelyn-Stark,Stafford-Lannister,Undirected,3,2.0,0.3333333333333333
924,Catelyn-Stark,Stannis-Baratheon,Undirected,20,2.0,0.05
925,Catelyn-Stark,Theon-Greyjoy,Undirected,5,2.0,0.2
926,Catelyn-Stark,Tyrion-Lannister,Undirected,10,2.0,0.1
927,Catelyn-Stark,Tywin-Lannister,Undirected,14,2.0,0.07142857142857142
928,Catelyn-Stark,Utherydes-Wayn,Undirected,3,2.0,0.3333333333333333
929,Catelyn-Stark,Vyman,Undirected,4,2.0,0.25
930,Catelyn-Stark,Wendel-Manderly,Undirected,7,2.0,0.14285714285714285
931,Cersei-Lannister,Chiswyck,Undirected,3,2.0,0.3333333333333333
932,Cersei-Lannister,Cleos-Frey,Undirected,6,2.0,0.16666666666666666
933,Cersei-Lannister,Dunsen,Undirected,3,2.0,0.3333333333333333
934,Cersei-Lannister,Eddard-Stark,Undirected,13,2.0,0.07692307692307693
935,Cersei-Lannister,Gregor-Clegane,Undirected,4,2.0,0.25
936,Cersei-Lannister,Gyles-Rosby,Undirected,6,2.0,0.16666666666666666
937,Cersei-Lannister,Ilyn-Payne,Undirected,12,2.0,0.08333333333333333
938,Cersei-Lannister,Jacelyn-Bywater,Undirected,4,2.0,0.25
939,Cersei-Lannister,Jaime-Lannister,Undirected,17,2.0,0.05882352941176471
940,Cersei-Lannister,Janos-Slynt,Undirected,9,2.0,0.1111111111111111
941,Cersei-Lannister,Joffrey-Baratheon,Undirected,63,2.0,0.015873015873015872
942,Cersei-Lannister,Lancel-Lannister,Undirected,20,2.0,0.05
943,Cersei-Lannister,Lysa-Arryn,Undirected,5,2.0,0.2
944,Cersei-Lannister,Meryn-Trant,Undirected,11,2.0,0.09090909090909093
945,Cersei-Lannister,Myrcella-Baratheon,Undirected,4,2.0,0.25
946,Cersei-Lannister,Osfryd-Kettleblack,Undirected,7,2.0,0.14285714285714285
947,Cersei-Lannister,Osmund-Kettleblack,Undirected,4,2.0,0.25
948,Cersei-Lannister,Osney-Kettleblack,Undirected,3,2.0,0.3333333333333333
949,Cersei-Lannister,Petyr-Baelish,Undirected,7,2.0,0.14285714285714285
950,Cersei-Lannister,Polliver,Undirected,3,2.0,0.3333333333333333
951,Cersei-Lannister,Preston-Greenfield,Undirected,3,2.0,0.3333333333333333
952,Cersei-Lannister,Pycelle,Undirected,6,2.0,0.16666666666666666
953,Cersei-Lannister,Rafford,Undirected,3,2.0,0.3333333333333333
954,Cersei-Lannister,Renly-Baratheon,Undirected,7,2.0,0.14285714285714285
955,Cersei-Lannister,Robb-Stark,Undirected,15,2.0,0.06666666666666668
956,Cersei-Lannister,Robert-Baratheon,Undirected,12,2.0,0.08333333333333333
957,Cersei-Lannister,Sandor-Clegane,Undirected,9,2.0,0.1111111111111111
958,Cersei-Lannister,Sansa-Stark,Undirected,39,2.0,0.02564102564102564
959,Cersei-Lannister,Shae,Undirected,5,2.0,0.2
960,Cersei-Lannister,Stannis-Baratheon,Undirected,23,2.0,0.043478260869565216
961,Cersei-Lannister,Tanda-Stokeworth,Undirected,3,2.0,0.3333333333333333
962,Cersei-Lannister,Tickler,Undirected,5,2.0,0.2
963,Cersei-Lannister,Tommen-Baratheon,Undirected,10,2.0,0.1
964,Cersei-Lannister,Tyrion-Lannister,Undirected,87,2.0,0.011494252873563218
965,Cersei-Lannister,Tywin-Lannister,Undirected,10,2.0,0.1
966,Cersei-Lannister,Varys,Undirected,23,2.0,0.043478260869565216
967,Cersei-Lannister,Vylarr,Undirected,3,2.0,0.3333333333333333
968,Chataya,Tyrion-Lannister,Undirected,6,2.0,0.16666666666666666
969,Chayle,Mikken,Undirected,4,2.0,0.25
970,Chella,Shae,Undirected,4,2.0,0.25
971,Chella,Tyrion-Lannister,Undirected,3,2.0,0.3333333333333333
972,Chella,Varys,Undirected,4,2.0,0.25
973,Chett,Jon-Snow,Undirected,5,2.0,0.2
974,Chiswyck,Dunsen,Undirected,3,2.0,0.3333333333333333
975,Chiswyck,Gregor-Clegane,Undirected,4,2.0,0.25
976,Chiswyck,Ilyn-Payne,Undirected,3,2.0,0.3333333333333333
977,Chiswyck,Joffrey-Baratheon,Undirected,3,2.0,0.3333333333333333
978,Chiswyck,Meryn-Trant,Undirected,3,2.0,0.3333333333333333
979,Chiswyck,Polliver,Undirected,4,2.0,0.25
980,Chiswyck,Rafford,Undirected,7,2.0,0.14285714285714285
981,Chiswyck,Sandor-Clegane,Undirected,3,2.0,0.3333333333333333
982,Chiswyck,Tickler,Undirected,5,2.0,0.2
983,Chiswyck,Weese,Undirected,6,2.0,0.16666666666666666
984,Cleos-Frey,Eddard-Stark,Undirected,3,2.0,0.3333333333333333
985,Cleos-Frey,Jaime-Lannister,Undirected,3,2.0,0.3333333333333333
986,Cleos-Frey,Robb-Stark,Undirected,11,2.0,0.09090909090909093
987,Cleos-Frey,Tyrion-Lannister,Undirected,13,2.0,0.07692307692307693
988,Cley-Cerwyn,Donella-Hornwood,Undirected,3,2.0,0.3333333333333333
989,Cley-Cerwyn,Rodrik-Cassel,Undirected,4,2.0,0.25
990,Colen-of-Greenpools,Renly-Baratheon,Undirected,3,2.0,0.3333333333333333
991,Cortnay-Penrose,Davos-Seaworth,Undirected,5,2.0,0.2
992,Cortnay-Penrose,Renly-Baratheon,Undirected,3,2.0,0.3333333333333333
993,Cortnay-Penrose,Stannis-Baratheon,Undirected,18,2.0,0.05555555555555555
994,Cortnay-Penrose,Tyrion-Lannister,Undirected,3,2.0,0.3333333333333333
995,Cortnay-Penrose,Varys,Undirected,3,2.0,0.3333333333333333
996,Craster,Dywen,Undirected,7,2.0,0.14285714285714285
997,Craster,Eddison-Tollett,Undirected,3,2.0,0.3333333333333333
998,Craster,Jeor-Mormont,Undirected,19,2.0,0.05263157894736842
999,Craster,Jon-Snow,Undirected,26,2.0,0.038461538461538464
1000,Craster,Mance-Rayder,Undirected,4,2.0,0.25
1001,Craster,Samwell-Tarly,Undirected,10,2.0,0.1
1002,Craster,Thoren-Smallwood,Undirected,4,2.0,0.25
1003,Cressen,Davos-Seaworth,Undirected,10,2.0,0.1
1004,Cressen,Melisandre,Undirected,7,2.0,0.14285714285714285
1005,Cressen,Patchface,Undirected,8,2.0,0.125
1006,Cressen,Pylos,Undirected,17,2.0,0.05882352941176471
1007,Cressen,Renly-Baratheon,Undirected,4,2.0,0.25
1008,Cressen,Robert-Baratheon,Undirected,4,2.0,0.25
1009,Cressen,Selyse-Florent,Undirected,3,2.0,0.3333333333333333
1010,Cressen,Shireen-Baratheon,Undirected,6,2.0,0.16666666666666666
1011,Cressen,Stannis-Baratheon,Undirected,21,2.0,0.047619047619047616
1012,Cutjack,Gendry,Undirected,3,2.0,0.3333333333333333
1013,Cutjack,Kurz,Undirected,4,2.0,0.25
1014,Cutjack,Tarber,Undirected,3,2.0,0.3333333333333333
1015,Daenerys-Targaryen,Doreah,Undirected,3,2.0,0.3333333333333333
1016,Daenerys-Targaryen,Drogo,Undirected,8,2.0,0.125
1017,Daenerys-Targaryen,Irri,Undirected,6,2.0,0.16666666666666666
1018,Daenerys-Targaryen,Jhiqui,Undirected,7,2.0,0.14285714285714285
1019,Daenerys-Targaryen,Jhogo,Undirected,12,2.0,0.08333333333333333
1020,Daenerys-Targaryen,Jorah-Mormont,Undirected,29,2.0,0.03448275862068965
1021,Daenerys-Targaryen,Lynesse-Hightower,Undirected,3,2.0,0.3333333333333333
1022,Daenerys-Targaryen,Mirri-Maz-Duur,Undirected,3,2.0,0.3333333333333333
1023,Daenerys-Targaryen,Pono,Undirected,4,2.0,0.25
1024,Daenerys-Targaryen,Pyat-Pree,Undirected,14,2.0,0.07142857142857142
1025,Daenerys-Targaryen,Quaithe,Undirected,5,2.0,0.2
1026,Daenerys-Targaryen,Rakharo,Undirected,4,2.0,0.25
1027,Daenerys-Targaryen,Robert-Baratheon,Undirected,4,2.0,0.25
1028,Daenerys-Targaryen,Viserys-Targaryen,Undirected,3,2.0,0.3333333333333333
1029,Daenerys-Targaryen,Xaro-Xhoan-Daxos,Undirected,13,2.0,0.07692307692307693
1030,Dagmer,Rodrik-Cassel,Undirected,3,2.0,0.3333333333333333
1031,Dagmer,Theon-Greyjoy,Undirected,7,2.0,0.14285714285714285
1032,Dalbridge,Ebben,Undirected,4,2.0,0.25
1033,Dalbridge,Jon-Snow,Undirected,4,2.0,0.25
1034,Dalbridge,Qhorin-Halfhand,Undirected,5,2.0,0.2
1035,Davos-Seaworth,Devan-Seaworth,Undirected,4,2.0,0.25
1036,Davos-Seaworth,Imry-Florent,Undirected,3,2.0,0.3333333333333333
1037,Davos-Seaworth,Matthos-Seaworth,Undirected,3,2.0,0.3333333333333333
1038,Davos-Seaworth,Melisandre,Undirected,20,2.0,0.05
1039,Davos-Seaworth,Monford-Velaryon,Undirected,3,2.0,0.3333333333333333
1040,Davos-Seaworth,Pylos,Undirected,9,2.0,0.1111111111111111
1041,Davos-Seaworth,Renly-Baratheon,Undirected,6,2.0,0.16666666666666666
1042,Davos-Seaworth,Salladhor-Saan,Undirected,8,2.0,0.125
1043,Davos-Seaworth,Stannis-Baratheon,Undirected,58,2.0,0.017241379310344827
1044,Desmond-Grell,Edmure-Tully,Undirected,4,2.0,0.25
1045,Desmond-Grell,Utherydes-Wayn,Undirected,3,2.0,0.3333333333333333
1046,Devan-Seaworth,Renly-Baratheon,Undirected,3,2.0,0.3333333333333333
1047,Devan-Seaworth,Stannis-Baratheon,Undirected,13,2.0,0.07692307692307693
1048,Dolf,Shagga,Undirected,3,2.0,0.3333333333333333
1049,Donella-Hornwood,Leobald-Tallhart,Undirected,3,2.0,0.3333333333333333
1050,Donella-Hornwood,Luwin,Undirected,7,2.0,0.14285714285714285
1051,Donella-Hornwood,Mors-Umber,Undirected,3,2.0,0.3333333333333333
1052,Donella-Hornwood,Ramsay-Snow,Undirected,3,2.0,0.3333333333333333
1053,Donella-Hornwood,Rodrik-Cassel,Undirected,4,2.0,0.25
1054,Dontos-Hollard,Joffrey-Baratheon,Undirected,8,2.0,0.125
1055,Dontos-Hollard,Moon-Boy,Undirected,5,2.0,0.2
1056,Dontos-Hollard,Sansa-Stark,Undirected,17,2.0,0.05882352941176471
1057,Dontos-Hollard,Stannis-Baratheon,Undirected,3,2.0,0.3333333333333333
1058,Dontos-Hollard,Tyrion-Lannister,Undirected,4,2.0,0.25
1059,Doran-Martell,Myrcella-Baratheon,Undirected,4,2.0,0.25
1060,Doran-Martell,Tyrion-Lannister,Undirected,3,2.0,0.3333333333333333
1061,Doran-Martell,Varys,Undirected,4,2.0,0.25
1062,Drennan,Squint,Undirected,3,2.0,0.3333333333333333
1063,Drennan,Theon-Greyjoy,Undirected,3,2.0,0.3333333333333333
1064,Drogo,Jorah-Mormont,Undirected,4,2.0,0.25
1065,Drogo,Pono,Undirected,4,2.0,0.25
1066,Drogo,Viserys-Targaryen,Undirected,3,2.0,0.3333333333333333
1067,Dunsen,Gregor-Clegane,Undirected,4,2.0,0.25
1068,Dunsen,Ilyn-Payne,Undirected,3,2.0,0.3333333333333333
1069,Dunsen,Joffrey-Baratheon,Undirected,3,2.0,0.3333333333333333
1070,Dunsen,Meryn-Trant,Undirected,3,2.0,0.3333333333333333
1071,Dunsen,Polliver,Undirected,7,2.0,0.14285714285714285
1072,Dunsen,Rafford,Undirected,6,2.0,0.16666666666666666
1073,Dunsen,Sandor-Clegane,Undirected,3,2.0,0.3333333333333333
1074,Dunsen,Tickler,Undirected,3,2.0,0.3333333333333333
1075,Dunsen,Weese,Undirected,3,2.0,0.3333333333333333
1076,Dywen,Grenn,Undirected,8,2.0,0.125
1077,Dywen,Jon-Snow,Undirected,9,2.0,0.1111111111111111
1078,Ebben,Jon-Snow,Undirected,10,2.0,0.1
1079,Ebben,Qhorin-Halfhand,Undirected,8,2.0,0.125
1080,Ebben,Stonesnake,Undirected,4,2.0,0.25
1081,Eddard-Stark,Ilyn-Payne,Undirected,5,2.0,0.2
1082,Eddard-Stark,Janos-Slynt,Undirected,7,2.0,0.14285714285714285
1083,Eddard-Stark,Joffrey-Baratheon,Undirected,9,2.0,0.1111111111111111
1084,Eddard-Stark,Jon-Snow,Undirected,9,2.0,0.1111111111111111
1085,Eddard-Stark,Luwin,Undirected,3,2.0,0.3333333333333333
1086,Eddard-Stark,Maron-Greyjoy,Undirected,3,2.0,0.3333333333333333
1087,Eddard-Stark,Petyr-Baelish,Undirected,4,2.0,0.25
1088,Eddard-Stark,Renly-Baratheon,Undirected,5,2.0,0.2
1089,Eddard-Stark,Rickon-Stark,Undirected,3,2.0,0.3333333333333333
1090,Eddard-Stark,Robb-Stark,Undirected,11,2.0,0.09090909090909093
1091,Eddard-Stark,Robert-Baratheon,Undirected,26,2.0,0.038461538461538464
1092,Eddard-Stark,Stannis-Baratheon,Undirected,5,2.0,0.2
1093,Eddard-Stark,Theon-Greyjoy,Undirected,17,2.0,0.05882352941176471
1094,Eddard-Stark,Tyrion-Lannister,Undirected,12,2.0,0.08333333333333333
1095,Eddard-Stark,Varys,Undirected,3,2.0,0.3333333333333333
1096,Eddison-Tollett,Jeor-Mormont,Undirected,4,2.0,0.25
1097,Eddison-Tollett,Jon-Snow,Undirected,11,2.0,0.09090909090909093
1098,Edmure-Tully,Hoster-Tully,Undirected,3,2.0,0.3333333333333333
1099,Edmure-Tully,Jaime-Lannister,Undirected,3,2.0,0.3333333333333333
1100,Edmure-Tully,Robb-Stark,Undirected,12,2.0,0.08333333333333333
1101,Edmure-Tully,Tywin-Lannister,Undirected,8,2.0,0.125
1102,Eldon-Estermont,Steffon-Varner,Undirected,3,2.0,0.3333333333333333
1103,Emmon-Cuy,Renly-Baratheon,Undirected,3,2.0,0.3333333333333333
1104,Emmon-Cuy,Robar-Royce,Undirected,3,2.0,0.3333333333333333
1105,Euron-Greyjoy,Theon-Greyjoy,Undirected,4,2.0,0.25
1106,Farlen,Theon-Greyjoy,Undirected,6,2.0,0.16666666666666666
1107,Florian-the-Fool,Jonquil,Undirected,8,2.0,0.125
1108,Florian-the-Fool,Sansa-Stark,Undirected,3,2.0,0.3333333333333333
1109,Gariss,Murch,Undirected,5,2.0,0.2
1110,Garlan-Tyrell,Joffrey-Baratheon,Undirected,4,2.0,0.25
1111,Garlan-Tyrell,Loras-Tyrell,Undirected,3,2.0,0.3333333333333333
1112,Gendry,Hot-Pie,Undirected,23,2.0,0.043478260869565216
1113,Gendry,Jaqen-Hghar,Undirected,4,2.0,0.25
1114,Gendry,Lommy-Greenhands,Undirected,17,2.0,0.05882352941176471
1115,Gendry,Woth,Undirected,3,2.0,0.3333333333333333
1116,Gendry,Yoren,Undirected,8,2.0,0.125
1117,Gregor-Clegane,Ilyn-Payne,Undirected,3,2.0,0.3333333333333333
1118,Gregor-Clegane,Joffrey-Baratheon,Undirected,3,2.0,0.3333333333333333
1119,Gregor-Clegane,Meryn-Trant,Undirected,4,2.0,0.25
1120,Gregor-Clegane,Polliver,Undirected,5,2.0,0.2
1121,Gregor-Clegane,Rafford,Undirected,6,2.0,0.16666666666666666
1122,Gregor-Clegane,Sandor-Clegane,Undirected,5,2.0,0.2
1123,Gregor-Clegane,Tickler,Undirected,5,2.0,0.2
1124,Gregor-Clegane,Tywin-Lannister,Undirected,4,2.0,0.25
1125,Gregor-Clegane,Weese,Undirected,5,2.0,0.2
1126,Grenn,Jeor-Mormont,Undirected,3,2.0,0.3333333333333333
1127,Grenn,Samwell-Tarly,Undirected,6,2.0,0.16666666666666666
1128,Guyard-Morrigen,Renly-Baratheon,Undirected,7,2.0,0.14285714285714285
1129,Gyles-Rosby,Jacelyn-Bywater,Undirected,4,2.0,0.25
1130,Gyles-Rosby,Joffrey-Baratheon,Undirected,4,2.0,0.25
1131,Gyles-Rosby,Lollys-Stokeworth,Undirected,5,2.0,0.2
1132,Gyles-Rosby,Sansa-Stark,Undirected,3,2.0,0.3333333333333333
1133,Gyles-Rosby,Tanda-Stokeworth,Undirected,5,2.0,0.2
1134,Gyles-Rosby,Tommen-Baratheon,Undirected,4,2.0,0.25
1135,Gyles-Rosby,Tyrion-Lannister,Undirected,3,2.0,0.3333333333333333
1136,Gynir,Wex-Pyke,Undirected,4,2.0,0.25
1137,Hake,Jon-Snow,Undirected,4,2.0,0.25
1138,Hallis-Mollen,Wendel-Manderly,Undirected,3,2.0,0.3333333333333333
1139,Hallyne,Joffrey-Baratheon,Undirected,3,2.0,0.3333333333333333
1140,Hallyne,Tyrion-Lannister,Undirected,5,2.0,0.2
1141,Halys-Hornwood,Rodrik-Cassel,Undirected,3,2.0,0.3333333333333333
1142,Harren-Hoare,Nan,Undirected,5,2.0,0.2
1143,High-Septon-(fat_one),Tyrion-Lannister,Undirected,4,2.0,0.25
1144,High-Septon-(Tyrions),Tyrion-Lannister,Undirected,4,2.0,0.25
1145,Hobber-Redwyne,Horas-Redwyne,Undirected,7,2.0,0.14285714285714285
1146,Hodor,Jojen-Reed,Undirected,3,2.0,0.3333333333333333
1147,Hodor,Luwin,Undirected,17,2.0,0.05882352941176471
1148,Hodor,Meera-Reed,Undirected,10,2.0,0.1
1149,Hodor,Osha,Undirected,16,2.0,0.0625
1150,Hodor,Rickon-Stark,Undirected,11,2.0,0.09090909090909093
1151,Hodor,Rodrik-Cassel,Undirected,3,2.0,0.3333333333333333
1152,Hodor,Wyman-Manderly,Undirected,3,2.0,0.3333333333333333
1153,Horas-Redwyne,Joffrey-Baratheon,Undirected,3,2.0,0.3333333333333333
1154,Hoster-Tully,Vyman,Undirected,3,2.0,0.3333333333333333
1155,Hot-Pie,Lommy-Greenhands,Undirected,28,2.0,0.03571428571428571
1156,Hot-Pie,Mebble,Undirected,4,2.0,0.25
1157,Hot-Pie,Weasel,Undirected,4,2.0,0.25
1158,Hot-Pie,Woth,Undirected,5,2.0,0.2
1159,Hot-Pie,Yoren,Undirected,8,2.0,0.125
1160,Ilyn-Payne,Joffrey-Baratheon,Undirected,13,2.0,0.07692307692307693
1161,Ilyn-Payne,Meryn-Trant,Undirected,8,2.0,0.125
1162,Ilyn-Payne,Polliver,Undirected,3,2.0,0.3333333333333333
1163,Ilyn-Payne,Rafford,Undirected,3,2.0,0.3333333333333333
1164,Ilyn-Payne,Sandor-Clegane,Undirected,8,2.0,0.125
1165,Ilyn-Payne,Sansa-Stark,Undirected,9,2.0,0.1111111111111111
1166,Ilyn-Payne,Tickler,Undirected,5,2.0,0.2
1167,Irri,Jhiqui,Undirected,3,2.0,0.3333333333333333
