Source,Target,Type,weight,book
Jory-Cassel,Wyl-(guard),Undirected,6,1
Joseth,Luwin,Undirected,3,1
Jyck,Morrec,Undirected,5,1
Jyck,Tyrion-Lannister,Undirected,6,1
Karyl-Vance,Marq-Piper,Undirected,3,1
Kevan-Lannister,Tyrion-Lannister,Undirected,15,1
Kevan-Lannister,Tywin-Lannister,Undirected,9,1
Kurleket,Tyrion-Lannister,Undirected,5,1
Lancel-Lannister,Robert-Baratheon,Undirected,3,1
Leo-Lefford,Tyrion-Lannister,Undirected,4,1
Loras-Tyrell,Mace-Tyrell,Undirected,3,1
Loras-Tyrell,Petyr-Baelish,Undirected,5,1
Loras-Tyrell,Renly-Baratheon,Undirected,5,1
Loras-Tyrell,Robert-Baratheon,Undirected,4,1
Loras-Tyrell,Rodrik-Cassel,Undirected,3,1
Loras-Tyrell,Sandor-Clegane,Undirected,4,1
Loras-Tyrell,Sansa-Stark,Undirected,14,1
Luwin,Nan,Undirected,4,1
Luwin,Osha,Undirected,16,1
Luwin,Rickard-Karstark,Undirected,3,1
Luwin,Rickon-Stark,Undirected,9,1
Luwin,Robb-Stark,Undirected,20,1
Luwin,Rodrik-Cassel,Undirected,3,1
Luwin,Theon-Greyjoy,Undirected,10,1
Luwin,Tommen-Baratheon,Undirected,3,1
Luwin,Tyrion-Lannister,Undirected,10,1
Lyanna-Stark,Robert-Baratheon,Undirected,9,1
Lyanna-Stark,Sansa-Stark,Undirected,4,1
Lyn-Corbray,Lysa-Arryn,Undirected,3,1
Lysa-Arryn,Petyr-Baelish,Undirected,4,1
Lysa-Arryn,Robert-Arryn,Undirected,8,1
Lysa-Arryn,Robert-Baratheon,Undirected,5,1
Lysa-Arryn,Stannis-Baratheon,Undirected,4,1
Lysa-Arryn,Tyrion-Lannister,Undirected,25,1
Lysa-Arryn,Vardis-Egen,Undirected,5,1
Mace-Tyrell,Paxter-Redwyne,Undirected,3,1
Maege-Mormont,Rickard-Karstark,Undirected,3,1
Maegor-I-Targaryen,Sansa-Stark,Undirected,4,1
Marillion,Rodrik-Cassel,Undirected,5,1
Marillion,Tyrion-Lannister,Undirected,10,1
Marillion,Willis-Wode,Undirected,4,1
Marq-Piper,Tywin-Lannister,Undirected,3,1
Meryn-Trant,Robert-Baratheon,Undirected,3,1
Meryn-Trant,Sandor-Clegane,Undirected,4,1
Meryn-Trant,Sansa-Stark,Undirected,5,1
Meryn-Trant,Syrio-Forel,Undirected,5,1
Mirri-Maz-Duur,Qotho,Undirected,9,1
Mord,Tyrion-Lannister,Undirected,20,1
Mordane,Myrcella-Baratheon,Undirected,12,1
Mordane,Petyr-Baelish,Undirected,3,1
Mordane,Robert-Baratheon,Undirected,7,1
Mordane,Sansa-Stark,Undirected,43,1
Morrec,Tyrion-Lannister,Undirected,5,1
Mycah,Sandor-Clegane,Undirected,5,1
Mycah,Sansa-Stark,Undirected,10,1
Myrcella-Baratheon,Robert-Baratheon,Undirected,3,1
Myrcella-Baratheon,Sansa-Stark,Undirected,8,1
Myrcella-Baratheon,Tommen-Baratheon,Undirected,6,1
Nan,Robb-Stark,Undirected,4,1
Osha,Robb-Stark,Undirected,3,1
Petyr-Baelish,Pycelle,Undirected,14,1
Petyr-Baelish,Renly-Baratheon,Undirected,12,1
Petyr-Baelish,Robert-Baratheon,Undirected,30,1
Petyr-Baelish,Rodrik-Cassel,Undirected,7,1
Petyr-Baelish,Sandor-Clegane,Undirected,3,1
Petyr-Baelish,Sansa-Stark,Undirected,8,1
Petyr-Baelish,Tomard,Undirected,4,1
Petyr-Baelish,Tyrion-Lannister,Undirected,11,1
Petyr-Baelish,Varys,Undirected,29,1
Pycelle,Renly-Baratheon,Undirected,7,1
Pycelle,Robert-Baratheon,Undirected,26,1
Pycelle,Sansa-Stark,Undirected,8,1
Pycelle,Stannis-Baratheon,Undirected,3,1
Pycelle,Tywin-Lannister,Undirected,4,1
Pycelle,Varys,Undirected,17,1
Pypar,Rast,Undirected,4,1
Pypar,Samwell-Tarly,Undirected,11,1
Pypar,Todder,Undirected,8,1
Qotho,Quaro,Undirected,4,1
Quaro,Rakharo,Undirected,6,1
Randyll-Tarly,Samwell-Tarly,Undirected,5,1
Rast,Samwell-Tarly,Undirected,3,1
Raymun-Darry,Robert-Baratheon,Undirected,8,1
Renly-Baratheon,Robb-Stark,Undirected,3,1
Renly-Baratheon,Robert-Baratheon,Undirected,42,1
Renly-Baratheon,Sandor-Clegane,Undirected,7,1
Renly-Baratheon,Sansa-Stark,Undirected,5,1
Renly-Baratheon,Stannis-Baratheon,Undirected,19,1
Renly-Baratheon,Tyrion-Lannister,Undirected,4,1
Renly-Baratheon,Varys,Undirected,9,1
Rhaegar-Targaryen,Robert-Baratheon,Undirected,22,1
Rhaegar-Targaryen,Sansa-Stark,Undirected,3,1
Rhaegar-Targaryen,Tywin-Lannister,Undirected,4,1
Rhaegar-Targaryen,Viserys-Targaryen,Undirected,5,1
Rickard-Karstark,Robb-Stark,Undirected,9,1
Rickard-Karstark,Roose-Bolton,Undirected,3,1
Rickon-Stark,Robb-Stark,Undirected,20,1
Rickon-Stark,Sansa-Stark,Undirected,8,1
Rickon-Stark,Tyrion-Lannister,Undirected,4,1
Robb-Stark,Robert-Baratheon,Undirected,6,1
Robb-Stark,Rodrik-Cassel,Undirected,15,1
Robb-Stark,Roose-Bolton,Undirected,6,1
Robb-Stark,Samwell-Tarly,Undirected,4,1
Robb-Stark,Sansa-Stark,Undirected,13,1
Robb-Stark,Stiv,Undirected,3,1
Robb-Stark,Theon-Greyjoy,Undirected,37,1
Robb-Stark,Torrhen-Karstark,Undirected,3,1
Robb-Stark,Tyrion-Lannister,Undirected,11,1
Robb-Stark,Tywin-Lannister,Undirected,9,1
Robb-Stark,Walder-Frey,Undirected,7,1
Robb-Stark,Wendel-Manderly,Undirected,3,1
Robb-Stark,Yoren,Undirected,3,1
Robert-Arryn,Tyrion-Lannister,Undirected,9,1
Robert-Baratheon,Sandor-Clegane,Undirected,9,1
Robert-Baratheon,Sansa-Stark,Undirected,26,1
Robert-Baratheon,Stannis-Baratheon,Undirected,21,1
Robert-Baratheon,Tommen-Baratheon,Undirected,3,1
Robert-Baratheon,Tyrion-Lannister,Undirected,18,1
Robert-Baratheon,Tywin-Lannister,Undirected,13,1
Robert-Baratheon,Varys,Undirected,36,1
Robert-Baratheon,Vayon-Poole,Undirected,3,1
Robert-Baratheon,Viserys-Targaryen,Undirected,7,1
Rodrik-Cassel,Theon-Greyjoy,Undirected,6,1
Rodrik-Cassel,Tyrion-Lannister,Undirected,10,1
Rodrik-Cassel,Willis-Wode,Undirected,7,1
Roose-Bolton,Tywin-Lannister,Undirected,4,1
Sandor-Clegane,Sansa-Stark,Undirected,23,1
Sandor-Clegane,Tyrion-Lannister,Undirected,5,1
Sansa-Stark,Stannis-Baratheon,Undirected,3,1
Sansa-Stark,Tomard,Undirected,3,1
Sansa-Stark,Tyrion-Lannister,Undirected,3,1
Sansa-Stark,Varys,Undirected,4,1
Shae,Tyrion-Lannister,Undirected,12,1
Shagga,Timett,Undirected,4,1
Shagga,Tyrion-Lannister,Undirected,17,1
Shagga,Ulf-son-of-Umar,Undirected,4,1
Stannis-Baratheon,Tywin-Lannister,Undirected,4,1
Stannis-Baratheon,Varys,Undirected,5,1
Stevron-Frey,Walder-Frey,Undirected,3,1
Theon-Greyjoy,Tyrion-Lannister,Undirected,3,1
Theon-Greyjoy,Tywin-Lannister,Undirected,3,1
Theon-Greyjoy,Walder-Frey,Undirected,4,1
Timett,Tyrion-Lannister,Undirected,3,1
Tommen-Baratheon,Tyrion-Lannister,Undirected,3,1
Tyrion-Lannister,Tywin-Lannister,Undirected,40,1
Tyrion-Lannister,Vardis-Egen,Undirected,9,1
Tyrion-Lannister,Varys,Undirected,3,1
Tyrion-Lannister,Willis-Wode,Undirected,4,1
Tyrion-Lannister,Yoren,Undirected,10,1
Tywin-Lannister,Varys,Undirected,4,1
Tywin-Lannister,Walder-Frey,Undirected,8,1
Waymar-Royce,Will-(prologue),Undirected,18,1
